Transaction,Item,date_time,period_day,weekday_weekend,day_of_week
2759,Tea,12/07/2016 11:13,morning,weekday,Wednesday
2760,Coffee,12/07/2016 11:28,morning,weekday,Wednesday
2760,Medialuna,12/07/2016 11:28,morning,weekday,Wednesday
2761,Bread,12/07/2016 11:41,morning,weekday,Wednesday
2762,Medialuna,12/07/2016 11:42,morning,weekday,Wednesday
2762,Coffee,12/07/2016 11:42,morning,weekday,Wednesday
2763,Cake,12/07/2016 12:03,afternoon,weekday,Wednesday
2763,Tea,12/07/2016 12:03,afternoon,weekday,Wednesday
2764,Bread,12/07/2016 12:07,afternoon,weekday,Wednesday
2764,Coffee,12/07/2016 12:07,afternoon,weekday,Wednesday
2765,Farm House,12/07/2016 12:08,afternoon,weekday,Wednesday
2766,Bread,12/07/2016 12:13,afternoon,weekday,Wednesday
2767,Farm House,12/07/2016 12:21,afternoon,weekday,Wednesday
2767,Crepes,12/07/2016 12:21,afternoon,weekday,Wednesday
2768,Bread,12/07/2016 12:29,afternoon,weekday,Wednesday
2769,Hot chocolate,12/07/2016 12:35,afternoon,weekday,Wednesday
2770,Coffee,12/07/2016 12:47,afternoon,weekday,Wednesday
2770,Coffee,12/07/2016 12:47,afternoon,weekday,Wednesday
2770,Hot chocolate,12/07/2016 12:47,afternoon,weekday,Wednesday
2770,Sandwich,12/07/2016 12:47,afternoon,weekday,Wednesday
2771,Sandwich,12/07/2016 12:56,afternoon,weekday,Wednesday
2772,Coffee,12/07/2016 12:57,afternoon,weekday,Wednesday
2772,Truffles,12/07/2016 12:57,afternoon,weekday,Wednesday
2773,Jam,12/07/2016 12:59,afternoon,weekday,Wednesday
2774,Bread,12/07/2016 13:08,afternoon,weekday,Wednesday
2775,Bread,12/07/2016 13:23,afternoon,weekday,Wednesday
2776,Sandwich,12/07/2016 13:35,afternoon,weekday,Wednesday
2776,Coffee,12/07/2016 13:35,afternoon,weekday,Wednesday
2776,Mineral water,12/07/2016 13:35,afternoon,weekday,Wednesday
2777,Bread,12/07/2016 13:48,afternoon,weekday,Wednesday
2778,Coke,12/07/2016 14:01,afternoon,weekday,Wednesday
2778,Coke,12/07/2016 14:01,afternoon,weekday,Wednesday
2778,Cookies,12/07/2016 14:01,afternoon,weekday,Wednesday
2780,Bread,12/07/2016 14:23,afternoon,weekday,Wednesday
2780,Bread,12/07/2016 14:23,afternoon,weekday,Wednesday
2781,Coffee,12/07/2016 14:31,afternoon,weekday,Wednesday
2781,Coffee,12/07/2016 14:31,afternoon,weekday,Wednesday
2781,Sandwich,12/07/2016 14:31,afternoon,weekday,Wednesday
2782,Bread,12/07/2016 14:45,afternoon,weekday,Wednesday
2782,Coffee,12/07/2016 14:45,afternoon,weekday,Wednesday
2783,Tea,12/07/2016 14:47,afternoon,weekday,Wednesday
2783,Coffee,12/07/2016 14:47,afternoon,weekday,Wednesday
2785,Tea,12/07/2016 15:16,afternoon,weekday,Wednesday
2785,Coffee,12/07/2016 15:16,afternoon,weekday,Wednesday
2786,Hot chocolate,12/07/2016 16:00,afternoon,weekday,Wednesday
2787,Coffee,12/07/2016 16:25,afternoon,weekday,Wednesday
2787,Coffee,12/07/2016 16:25,afternoon,weekday,Wednesday
2787,Alfajores,12/07/2016 16:25,afternoon,weekday,Wednesday
2788,Fudge,12/07/2016 17:04,evening,weekday,Wednesday
2788,Jam,12/07/2016 17:04,evening,weekday,Wednesday
2788,Cake,12/07/2016 17:04,evening,weekday,Wednesday
2788,Coffee,12/07/2016 17:04,evening,weekday,Wednesday
2789,Cake,12/08/2016 8:26,morning,weekday,Thursday
2790,Coffee,12/08/2016 8:46,morning,weekday,Thursday
2790,Bread,12/08/2016 8:46,morning,weekday,Thursday
2791,Pastry,12/08/2016 9:03,morning,weekday,Thursday
2791,Coffee,12/08/2016 9:03,morning,weekday,Thursday
2792,Coffee,12/08/2016 9:04,morning,weekday,Thursday
2792,Pastry,12/08/2016 9:04,morning,weekday,Thursday
2793,Coffee,12/08/2016 9:14,morning,weekday,Thursday
2793,Pastry,12/08/2016 9:14,morning,weekday,Thursday
2794,Truffles,12/08/2016 9:18,morning,weekday,Thursday
2794,Bread,12/08/2016 9:18,morning,weekday,Thursday
2795,Coffee,12/08/2016 9:26,morning,weekday,Thursday
2796,Coffee,12/08/2016 9:28,morning,weekday,Thursday
2797,Coffee,12/08/2016 9:32,morning,weekday,Thursday
2797,Toast,12/08/2016 9:32,morning,weekday,Thursday
2797,Vegan mincepie,12/08/2016 9:32,morning,weekday,Thursday
2797,Mineral water,12/08/2016 9:32,morning,weekday,Thursday
2797,Coffee,12/08/2016 9:32,morning,weekday,Thursday
2798,Medialuna,12/08/2016 9:33,morning,weekday,Thursday
2798,Bread,12/08/2016 9:33,morning,weekday,Thursday
2799,Coffee,12/08/2016 9:44,morning,weekday,Thursday
2799,Cake,12/08/2016 9:44,morning,weekday,Thursday
2800,Coffee,12/08/2016 10:09,morning,weekday,Thursday
2800,Pastry,12/08/2016 10:09,morning,weekday,Thursday
2801,Coffee,12/08/2016 10:16,morning,weekday,Thursday
2802,Coffee,12/08/2016 10:40,morning,weekday,Thursday
2803,Bread,12/08/2016 10:53,morning,weekday,Thursday
2803,Cake,12/08/2016 10:53,morning,weekday,Thursday
2803,Cookies,12/08/2016 10:53,morning,weekday,Thursday
2804,Coffee,12/08/2016 10:55,morning,weekday,Thursday
2804,Tea,12/08/2016 10:55,morning,weekday,Thursday
2804,Bread,12/08/2016 10:55,morning,weekday,Thursday
2804,Cake,12/08/2016 10:55,morning,weekday,Thursday
2805,Toast,12/08/2016 11:02,morning,weekday,Thursday
2805,Juice,12/08/2016 11:02,morning,weekday,Thursday
2806,Bread,12/08/2016 11:03,morning,weekday,Thursday
2807,Pastry,12/08/2016 11:04,morning,weekday,Thursday
2807,Pastry,12/08/2016 11:04,morning,weekday,Thursday
2808,Coffee,12/08/2016 11:26,morning,weekday,Thursday
2809,Truffles,12/08/2016 11:27,morning,weekday,Thursday
2810,Tea,12/08/2016 11:35,morning,weekday,Thursday
2811,Bread,12/08/2016 11:36,morning,weekday,Thursday
2812,Farm House,12/08/2016 11:39,morning,weekday,Thursday
2813,Coffee,12/08/2016 11:51,morning,weekday,Thursday
2813,Cake,12/08/2016 11:51,morning,weekday,Thursday
2814,Coffee,12/08/2016 11:53,morning,weekday,Thursday
2814,Sandwich,12/08/2016 11:53,morning,weekday,Thursday
2815,Tea,12/08/2016 12:19,afternoon,weekday,Thursday
2816,Hearty & Seasonal,12/08/2016 12:45,afternoon,weekday,Thursday
2816,Tea,12/08/2016 12:45,afternoon,weekday,Thursday
2817,Coffee,12/08/2016 13:03,afternoon,weekday,Thursday
2818,Coffee,12/08/2016 13:04,afternoon,weekday,Thursday
2819,Tea,12/08/2016 13:41,afternoon,weekday,Thursday
2819,Cake,12/08/2016 13:41,afternoon,weekday,Thursday
2820,Farm House,12/08/2016 13:42,afternoon,weekday,Thursday
2821,Coffee,12/08/2016 13:53,afternoon,weekday,Thursday
2822,Coffee,12/08/2016 14:20,afternoon,weekday,Thursday
2823,Bread,12/08/2016 14:34,afternoon,weekday,Thursday
2824,Coffee,12/08/2016 15:11,afternoon,weekday,Thursday
2824,Cake,12/08/2016 15:11,afternoon,weekday,Thursday
2825,Cake,12/08/2016 15:17,afternoon,weekday,Thursday
2826,Alfajores,12/08/2016 15:40,afternoon,weekday,Thursday
2826,Medialuna,12/08/2016 15:40,afternoon,weekday,Thursday
2826,Brownie,12/08/2016 15:40,afternoon,weekday,Thursday
2827,Bread,12/08/2016 15:41,afternoon,weekday,Thursday
2828,Bread,12/08/2016 16:54,afternoon,weekday,Thursday
2829,Bread,12/09/2016 9:03,morning,weekday,Friday
2829,Jam,12/09/2016 9:03,morning,weekday,Friday
2830,Tea,12/09/2016 9:05,morning,weekday,Friday
2830,Sandwich,12/09/2016 9:05,morning,weekday,Friday
2831,Coffee,12/09/2016 9:13,morning,weekday,Friday
2831,Medialuna,12/09/2016 9:13,morning,weekday,Friday
2831,Juice,12/09/2016 9:13,morning,weekday,Friday
2831,Coke,12/09/2016 9:13,morning,weekday,Friday
2832,Toast,12/09/2016 9:15,morning,weekday,Friday
2832,Coffee,12/09/2016 9:15,morning,weekday,Friday
2832,Bread,12/09/2016 9:15,morning,weekday,Friday
2833,Bread,12/09/2016 9:17,morning,weekday,Friday
2833,Coffee,12/09/2016 9:17,morning,weekday,Friday
2833,Toast,12/09/2016 9:17,morning,weekday,Friday
2834,Bread,12/09/2016 9:19,morning,weekday,Friday
2834,Coffee,12/09/2016 9:19,morning,weekday,Friday
2834,Medialuna,12/09/2016 9:19,morning,weekday,Friday
2835,Coffee,12/09/2016 9:31,morning,weekday,Friday
2836,Bread,12/09/2016 9:31,morning,weekday,Friday
2836,Toast,12/09/2016 9:31,morning,weekday,Friday
2837,Bread,12/09/2016 9:42,morning,weekday,Friday
2838,Coffee,12/09/2016 9:58,morning,weekday,Friday
2838,Coffee,12/09/2016 9:58,morning,weekday,Friday
2838,Medialuna,12/09/2016 9:58,morning,weekday,Friday
2838,Cake,12/09/2016 9:58,morning,weekday,Friday
2839,Tea,12/09/2016 10:11,morning,weekday,Friday
2840,Tea,12/09/2016 10:16,morning,weekday,Friday
2841,Coffee,12/09/2016 10:17,morning,weekday,Friday
2841,Medialuna,12/09/2016 10:17,morning,weekday,Friday
2842,Bread,12/09/2016 10:18,morning,weekday,Friday
2843,Bread,12/09/2016 10:20,morning,weekday,Friday
2843,Coffee,12/09/2016 10:20,morning,weekday,Friday
2844,Bread,12/09/2016 10:36,morning,weekday,Friday
2845,Bread,12/09/2016 10:40,morning,weekday,Friday
2845,Brownie,12/09/2016 10:40,morning,weekday,Friday
2846,Coffee,12/09/2016 10:43,morning,weekday,Friday
2847,Tea,12/09/2016 10:45,morning,weekday,Friday
2847,The Nomad,12/09/2016 10:45,morning,weekday,Friday
2848,Fudge,12/09/2016 10:56,morning,weekday,Friday
2849,Alfajores,12/09/2016 10:58,morning,weekday,Friday
2849,Coffee,12/09/2016 10:58,morning,weekday,Friday
2850,Bread,12/09/2016 10:59,morning,weekday,Friday
2851,Coffee,12/09/2016 11:02,morning,weekday,Friday
2851,Alfajores,12/09/2016 11:02,morning,weekday,Friday
2852,Brownie,12/09/2016 11:03,morning,weekday,Friday
2852,Coffee,12/09/2016 11:03,morning,weekday,Friday
2853,Bread,12/09/2016 11:07,morning,weekday,Friday
2854,Jam,12/09/2016 11:15,morning,weekday,Friday
2854,Fudge,12/09/2016 11:15,morning,weekday,Friday
2855,Tea,12/09/2016 11:18,morning,weekday,Friday
2856,Coffee,12/09/2016 11:24,morning,weekday,Friday
2857,Coffee,12/09/2016 11:32,morning,weekday,Friday
2858,Bread,12/09/2016 11:46,morning,weekday,Friday
2859,Coffee,12/09/2016 11:48,morning,weekday,Friday
2860,Coffee,12/09/2016 12:06,afternoon,weekday,Friday
2861,Medialuna,12/09/2016 12:07,afternoon,weekday,Friday
2861,Cake,12/09/2016 12:07,afternoon,weekday,Friday
2862,Coffee,12/09/2016 12:10,afternoon,weekday,Friday
2862,Cake,12/09/2016 12:10,afternoon,weekday,Friday
2863,Coffee,12/09/2016 12:16,afternoon,weekday,Friday
2863,Coffee,12/09/2016 12:16,afternoon,weekday,Friday
2865,The Nomad,12/09/2016 12:30,afternoon,weekday,Friday
2865,Tea,12/09/2016 12:30,afternoon,weekday,Friday
2865,Bread,12/09/2016 12:30,afternoon,weekday,Friday
2865,Brownie,12/09/2016 12:30,afternoon,weekday,Friday
2865,Fudge,12/09/2016 12:30,afternoon,weekday,Friday
2865,Fudge,12/09/2016 12:30,afternoon,weekday,Friday
2866,Scone,12/09/2016 12:45,afternoon,weekday,Friday
2866,Tea,12/09/2016 12:45,afternoon,weekday,Friday
2867,Bread,12/09/2016 12:52,afternoon,weekday,Friday
2868,Sandwich,12/09/2016 12:56,afternoon,weekday,Friday
2868,Bread,12/09/2016 12:56,afternoon,weekday,Friday
2868,Mineral water,12/09/2016 12:56,afternoon,weekday,Friday
2868,Coffee,12/09/2016 12:56,afternoon,weekday,Friday
2868,Juice,12/09/2016 12:56,afternoon,weekday,Friday
2869,Bread,12/09/2016 13:00,afternoon,weekday,Friday
2869,Bread,12/09/2016 13:00,afternoon,weekday,Friday
2869,Scandinavian,12/09/2016 13:00,afternoon,weekday,Friday
2870,Sandwich,12/09/2016 13:42,afternoon,weekday,Friday
2871,Coffee,12/09/2016 13:43,afternoon,weekday,Friday
2871,Brownie,12/09/2016 13:43,afternoon,weekday,Friday
2872,Hearty & Seasonal,12/09/2016 13:48,afternoon,weekday,Friday
2872,Brownie,12/09/2016 13:48,afternoon,weekday,Friday
2872,Bread,12/09/2016 13:48,afternoon,weekday,Friday
2873,Tea,12/09/2016 13:50,afternoon,weekday,Friday
2873,Hearty & Seasonal,12/09/2016 13:50,afternoon,weekday,Friday
2874,Coffee,12/09/2016 13:52,afternoon,weekday,Friday
2874,Brownie,12/09/2016 13:52,afternoon,weekday,Friday
2875,Coffee,12/09/2016 14:19,afternoon,weekday,Friday
2875,Farm House,12/09/2016 14:19,afternoon,weekday,Friday
2876,Coffee,12/09/2016 14:36,afternoon,weekday,Friday
2876,Scone,12/09/2016 14:36,afternoon,weekday,Friday
2877,Scone,12/09/2016 14:49,afternoon,weekday,Friday
2877,Crepes,12/09/2016 14:49,afternoon,weekday,Friday
2877,Alfajores,12/09/2016 14:49,afternoon,weekday,Friday
2877,Alfajores,12/09/2016 14:49,afternoon,weekday,Friday
2878,Scandinavian,12/09/2016 15:04,afternoon,weekday,Friday
2879,Cake,12/09/2016 15:25,afternoon,weekday,Friday
2880,Bread,12/09/2016 15:26,afternoon,weekday,Friday
2881,Bread,12/09/2016 15:38,afternoon,weekday,Friday
2882,Bread,12/09/2016 15:43,afternoon,weekday,Friday
2882,Tea,12/09/2016 15:43,afternoon,weekday,Friday
2884,Brownie,12/09/2016 15:54,afternoon,weekday,Friday
2884,Mineral water,12/09/2016 15:54,afternoon,weekday,Friday
2885,Farm House,12/09/2016 15:59,afternoon,weekday,Friday
2886,Coffee,12/09/2016 16:03,afternoon,weekday,Friday
2887,Sandwich,12/09/2016 16:16,afternoon,weekday,Friday
2887,Scone,12/09/2016 16:16,afternoon,weekday,Friday
2887,Bread,12/09/2016 16:16,afternoon,weekday,Friday
2887,Coffee,12/09/2016 16:16,afternoon,weekday,Friday
2888,Coffee,12/09/2016 16:18,afternoon,weekday,Friday
2888,Hot chocolate,12/09/2016 16:18,afternoon,weekday,Friday
2888,Tea,12/09/2016 16:18,afternoon,weekday,Friday
2888,Alfajores,12/09/2016 16:18,afternoon,weekday,Friday
2888,Sandwich,12/09/2016 16:18,afternoon,weekday,Friday
2889,Bread,12/10/2016 8:19,morning,weekend,Saturday
2889,Scone,12/10/2016 8:19,morning,weekend,Saturday
2889,Juice,12/10/2016 8:19,morning,weekend,Saturday
2890,Coffee,12/10/2016 8:50,morning,weekend,Saturday
2891,Bread,12/10/2016 8:53,morning,weekend,Saturday
2892,Bread,12/10/2016 8:55,morning,weekend,Saturday
2893,Coffee,12/10/2016 9:10,morning,weekend,Saturday
2893,Coffee,12/10/2016 9:10,morning,weekend,Saturday
2893,Toast,12/10/2016 9:10,morning,weekend,Saturday
2893,Pastry,12/10/2016 9:10,morning,weekend,Saturday
2894,Bread,12/10/2016 9:14,morning,weekend,Saturday
2894,Focaccia,12/10/2016 9:14,morning,weekend,Saturday
2895,Scone,12/10/2016 9:16,morning,weekend,Saturday
2896,Focaccia,12/10/2016 9:18,morning,weekend,Saturday
2897,Scandinavian,12/10/2016 9:19,morning,weekend,Saturday
2898,Coffee,12/10/2016 9:38,morning,weekend,Saturday
2898,Tea,12/10/2016 9:38,morning,weekend,Saturday
2899,Coffee,12/10/2016 9:40,morning,weekend,Saturday
2899,Coffee,12/10/2016 9:40,morning,weekend,Saturday
2899,Farm House,12/10/2016 9:40,morning,weekend,Saturday
2900,Focaccia,12/10/2016 9:54,morning,weekend,Saturday
2900,Pastry,12/10/2016 9:54,morning,weekend,Saturday
2901,Coffee,12/10/2016 10:01,morning,weekend,Saturday
2901,Pastry,12/10/2016 10:01,morning,weekend,Saturday
2901,Medialuna,12/10/2016 10:01,morning,weekend,Saturday
2902,Sandwich,12/10/2016 10:09,morning,weekend,Saturday
2902,Bread,12/10/2016 10:09,morning,weekend,Saturday
2903,Bread,12/10/2016 10:12,morning,weekend,Saturday
2903,Coffee,12/10/2016 10:12,morning,weekend,Saturday
2903,Medialuna,12/10/2016 10:12,morning,weekend,Saturday
2903,Medialuna,12/10/2016 10:12,morning,weekend,Saturday
2903,Jam,12/10/2016 10:12,morning,weekend,Saturday
2904,Sandwich,12/10/2016 10:14,morning,weekend,Saturday
2904,Tea,12/10/2016 10:14,morning,weekend,Saturday
2904,Coffee,12/10/2016 10:14,morning,weekend,Saturday
2905,Coffee,12/10/2016 10:17,morning,weekend,Saturday
2905,Farm House,12/10/2016 10:17,morning,weekend,Saturday
2906,Bread,12/10/2016 10:19,morning,weekend,Saturday
2907,Bread,12/10/2016 10:31,morning,weekend,Saturday
2907,Coffee,12/10/2016 10:31,morning,weekend,Saturday
2908,Coffee,12/10/2016 10:37,morning,weekend,Saturday
2908,Coffee,12/10/2016 10:37,morning,weekend,Saturday
2908,Toast,12/10/2016 10:37,morning,weekend,Saturday
2908,Scandinavian,12/10/2016 10:37,morning,weekend,Saturday
2909,Farm House,12/10/2016 10:39,morning,weekend,Saturday
2909,Bread,12/10/2016 10:39,morning,weekend,Saturday
2909,Medialuna,12/10/2016 10:39,morning,weekend,Saturday
2910,Bread,12/10/2016 10:42,morning,weekend,Saturday
2911,Cake,12/10/2016 10:46,morning,weekend,Saturday
2912,Pastry,12/10/2016 10:48,morning,weekend,Saturday
2912,Coffee,12/10/2016 10:48,morning,weekend,Saturday
2912,Brownie,12/10/2016 10:48,morning,weekend,Saturday
2913,Bread,12/10/2016 11:05,morning,weekend,Saturday
2914,Coffee,12/10/2016 11:12,morning,weekend,Saturday
2914,Tea,12/10/2016 11:12,morning,weekend,Saturday
2914,Scone,12/10/2016 11:12,morning,weekend,Saturday
2915,Coffee,12/10/2016 11:14,morning,weekend,Saturday
2915,Coffee,12/10/2016 11:14,morning,weekend,Saturday
2916,Bread,12/10/2016 11:15,morning,weekend,Saturday
2916,Tea,12/10/2016 11:15,morning,weekend,Saturday
2917,Coffee,12/10/2016 11:24,morning,weekend,Saturday
2917,Scone,12/10/2016 11:24,morning,weekend,Saturday
2918,Farm House,12/10/2016 11:37,morning,weekend,Saturday
2918,Scandinavian,12/10/2016 11:37,morning,weekend,Saturday
2919,Vegan mincepie,12/10/2016 11:41,morning,weekend,Saturday
2919,Cake,12/10/2016 11:41,morning,weekend,Saturday
2920,Tea,12/10/2016 11:41,morning,weekend,Saturday
2920,Coffee,12/10/2016 11:41,morning,weekend,Saturday
2921,Bread,12/10/2016 11:43,morning,weekend,Saturday
2922,Coffee,12/10/2016 11:50,morning,weekend,Saturday
2923,Scandinavian,12/10/2016 11:51,morning,weekend,Saturday
2924,Bread,12/10/2016 11:58,morning,weekend,Saturday
2925,Tea,12/10/2016 12:02,afternoon,weekend,Saturday
2925,Bread,12/10/2016 12:02,afternoon,weekend,Saturday
2926,Medialuna,12/10/2016 12:03,afternoon,weekend,Saturday
2926,Pastry,12/10/2016 12:03,afternoon,weekend,Saturday
2926,Coffee,12/10/2016 12:03,afternoon,weekend,Saturday
2927,Truffles,12/10/2016 12:13,afternoon,weekend,Saturday
2927,Juice,12/10/2016 12:13,afternoon,weekend,Saturday
2928,Coffee,12/10/2016 12:14,afternoon,weekend,Saturday
2928,Jammie Dodgers,12/10/2016 12:14,afternoon,weekend,Saturday
2928,Art Tray,12/10/2016 12:14,afternoon,weekend,Saturday
2929,Frittata,12/10/2016 12:15,afternoon,weekend,Saturday
2930,Bread,12/10/2016 12:19,afternoon,weekend,Saturday
2931,Sandwich,12/10/2016 12:21,afternoon,weekend,Saturday
2931,Coffee,12/10/2016 12:21,afternoon,weekend,Saturday
2932,Coffee,12/10/2016 12:25,afternoon,weekend,Saturday
2932,Juice,12/10/2016 12:25,afternoon,weekend,Saturday
2933,Tea,12/10/2016 13:00,afternoon,weekend,Saturday
2933,Sandwich,12/10/2016 13:00,afternoon,weekend,Saturday
2934,Jam,12/10/2016 13:02,afternoon,weekend,Saturday
2935,Scone,12/10/2016 13:02,afternoon,weekend,Saturday
2936,Coffee,12/10/2016 13:06,afternoon,weekend,Saturday
2936,Sandwich,12/10/2016 13:06,afternoon,weekend,Saturday
2937,Coffee,12/10/2016 13:15,afternoon,weekend,Saturday
2938,Bread,12/10/2016 13:16,afternoon,weekend,Saturday
2938,Tea,12/10/2016 13:16,afternoon,weekend,Saturday
2939,Frittata,12/10/2016 13:21,afternoon,weekend,Saturday
2939,Tea,12/10/2016 13:21,afternoon,weekend,Saturday
2939,Bread,12/10/2016 13:21,afternoon,weekend,Saturday
2940,Scandinavian,12/10/2016 13:23,afternoon,weekend,Saturday
2941,Sandwich,12/10/2016 13:28,afternoon,weekend,Saturday
2941,Art Tray,12/10/2016 13:28,afternoon,weekend,Saturday
2941,Truffles,12/10/2016 13:28,afternoon,weekend,Saturday
2941,Coffee,12/10/2016 13:28,afternoon,weekend,Saturday
2942,Scone,12/10/2016 13:29,afternoon,weekend,Saturday
2942,Frittata,12/10/2016 13:29,afternoon,weekend,Saturday
2942,Juice,12/10/2016 13:29,afternoon,weekend,Saturday
2943,Tea,12/10/2016 13:39,afternoon,weekend,Saturday
2944,Coffee,12/10/2016 13:54,afternoon,weekend,Saturday
2944,Mineral water,12/10/2016 13:54,afternoon,weekend,Saturday
2944,Frittata,12/10/2016 13:54,afternoon,weekend,Saturday
2945,Coffee,12/10/2016 13:58,afternoon,weekend,Saturday
2945,Tea,12/10/2016 13:58,afternoon,weekend,Saturday
2946,Bread,12/10/2016 14:00,afternoon,weekend,Saturday
2946,Bread,12/10/2016 14:00,afternoon,weekend,Saturday
2946,Brownie,12/10/2016 14:00,afternoon,weekend,Saturday
2946,Scone,12/10/2016 14:00,afternoon,weekend,Saturday
2948,Coffee,12/10/2016 14:03,afternoon,weekend,Saturday
2949,Frittata,12/10/2016 14:30,afternoon,weekend,Saturday
2949,Sandwich,12/10/2016 14:30,afternoon,weekend,Saturday
2949,Coffee,12/10/2016 14:30,afternoon,weekend,Saturday
2950,Tea,12/10/2016 14:37,afternoon,weekend,Saturday
2951,Coffee,12/10/2016 14:44,afternoon,weekend,Saturday
2951,Tea,12/10/2016 14:44,afternoon,weekend,Saturday
2952,Vegan mincepie,12/10/2016 15:04,afternoon,weekend,Saturday
2952,Coffee,12/10/2016 15:04,afternoon,weekend,Saturday
2952,Hot chocolate,12/10/2016 15:04,afternoon,weekend,Saturday
2953,Juice,12/10/2016 15:05,afternoon,weekend,Saturday
2954,Cake,12/10/2016 15:10,afternoon,weekend,Saturday
2954,Tea,12/10/2016 15:10,afternoon,weekend,Saturday
2955,Tea,12/10/2016 15:18,afternoon,weekend,Saturday
2956,Bread,12/10/2016 15:33,afternoon,weekend,Saturday
2956,Farm House,12/10/2016 15:33,afternoon,weekend,Saturday
2957,Coffee,12/10/2016 15:46,afternoon,weekend,Saturday
2957,Tea,12/10/2016 15:46,afternoon,weekend,Saturday
2957,Bread,12/10/2016 15:46,afternoon,weekend,Saturday
2957,Mineral water,12/10/2016 15:46,afternoon,weekend,Saturday
2957,Scone,12/10/2016 15:46,afternoon,weekend,Saturday
2957,Bread,12/10/2016 15:46,afternoon,weekend,Saturday
2958,Bread,12/10/2016 15:54,afternoon,weekend,Saturday
2959,Bread,12/10/2016 16:07,afternoon,weekend,Saturday
2959,Hot chocolate,12/10/2016 16:07,afternoon,weekend,Saturday
2959,Hot chocolate,12/10/2016 16:07,afternoon,weekend,Saturday
2960,Coke,12/10/2016 16:09,afternoon,weekend,Saturday
2960,Sandwich,12/10/2016 16:09,afternoon,weekend,Saturday
2961,Sandwich,12/10/2016 16:10,afternoon,weekend,Saturday
2961,Mineral water,12/10/2016 16:10,afternoon,weekend,Saturday
2962,Hot chocolate,12/10/2016 16:12,afternoon,weekend,Saturday
2962,Tea,12/10/2016 16:12,afternoon,weekend,Saturday
2962,Cake,12/10/2016 16:12,afternoon,weekend,Saturday
2963,Scandinavian,12/10/2016 16:23,afternoon,weekend,Saturday
2964,Frittata,12/10/2016 16:24,afternoon,weekend,Saturday
2964,Cake,12/10/2016 16:24,afternoon,weekend,Saturday
2966,Cake,12/10/2016 16:30,afternoon,weekend,Saturday
2967,Coffee,12/10/2016 16:40,afternoon,weekend,Saturday
2967,Bread,12/10/2016 16:40,afternoon,weekend,Saturday
2968,Coffee,12/10/2016 16:44,afternoon,weekend,Saturday
2968,Tea,12/10/2016 16:44,afternoon,weekend,Saturday
2968,Bread,12/10/2016 16:44,afternoon,weekend,Saturday
2969,Scone,12/10/2016 16:45,afternoon,weekend,Saturday
2969,Coffee,12/10/2016 16:45,afternoon,weekend,Saturday
2970,Bread,12/10/2016 16:46,afternoon,weekend,Saturday
2971,Jam,12/10/2016 17:12,evening,weekend,Saturday
2972,Bread,12/11/2016 9:08,morning,weekend,Sunday
2973,Coffee,12/11/2016 9:11,morning,weekend,Sunday
2973,Medialuna,12/11/2016 9:11,morning,weekend,Sunday
2974,Bread,12/11/2016 9:14,morning,weekend,Sunday
2974,Farm House,12/11/2016 9:14,morning,weekend,Sunday
2975,Bread,12/11/2016 9:16,morning,weekend,Sunday
2976,Coffee,12/11/2016 9:24,morning,weekend,Sunday
2976,Pastry,12/11/2016 9:24,morning,weekend,Sunday
2977,Bread,12/11/2016 9:29,morning,weekend,Sunday
2977,Coffee,12/11/2016 9:29,morning,weekend,Sunday
2978,Medialuna,12/11/2016 9:32,morning,weekend,Sunday
2978,Coffee,12/11/2016 9:32,morning,weekend,Sunday
2979,Scone,12/11/2016 9:35,morning,weekend,Sunday
2979,Bread,12/11/2016 9:35,morning,weekend,Sunday
2980,Coffee,12/11/2016 9:38,morning,weekend,Sunday
2980,Coke,12/11/2016 9:38,morning,weekend,Sunday
2981,Coffee,12/11/2016 10:01,morning,weekend,Sunday
2982,Truffles,12/11/2016 10:04,morning,weekend,Sunday
2983,Bread,12/11/2016 10:08,morning,weekend,Sunday
2984,Mineral water,12/11/2016 10:16,morning,weekend,Sunday
2985,Hot chocolate,12/11/2016 10:55,morning,weekend,Sunday
2985,Coffee,12/11/2016 10:55,morning,weekend,Sunday
2985,Bread,12/11/2016 10:55,morning,weekend,Sunday
2985,Toast,12/11/2016 10:55,morning,weekend,Sunday
2985,Medialuna,12/11/2016 10:55,morning,weekend,Sunday
2985,Alfajores,12/11/2016 10:55,morning,weekend,Sunday
2985,Fudge,12/11/2016 10:55,morning,weekend,Sunday
2986,Jam,12/11/2016 10:56,morning,weekend,Sunday
2987,Medialuna,12/11/2016 11:00,morning,weekend,Sunday
2987,Bakewell,12/11/2016 11:00,morning,weekend,Sunday
2987,Coffee,12/11/2016 11:00,morning,weekend,Sunday
2987,Bread,12/11/2016 11:00,morning,weekend,Sunday
2987,Toast,12/11/2016 11:00,morning,weekend,Sunday
2988,Coffee,12/11/2016 11:11,morning,weekend,Sunday
2989,Bread,12/11/2016 11:13,morning,weekend,Sunday
2990,Coffee,12/11/2016 11:29,morning,weekend,Sunday
2990,Coffee,12/11/2016 11:29,morning,weekend,Sunday
2990,Bakewell,12/11/2016 11:29,morning,weekend,Sunday
2990,Medialuna,12/11/2016 11:29,morning,weekend,Sunday
2991,Coffee,12/11/2016 11:36,morning,weekend,Sunday
2991,Coffee,12/11/2016 11:36,morning,weekend,Sunday
2991,Bread,12/11/2016 11:36,morning,weekend,Sunday
2992,Farm House,12/11/2016 11:42,morning,weekend,Sunday
